"pegawai_id","nip","nama_lengkap","jenis_kelamin","umur","kelompok_umur","generasi","tahun_lahir","tahun_masuk","masa_kerja","kelompok_masa_kerja","status_pegawai","jenis_asn","agama","pendidikan","jabatan","jenis_jabatan","golongan","nama_pangkat","instansi","jenis_instansi","provinsi","predikat_kinerja_terakhir","rata_rata_kinerja","jumlah_cuti","pernah_mutasi","tanggal_snapshot"
84,"196605131994091425",Tgk. Niyaga Yuniar,L,60,"51 - 60",Gen X (1965-1980),1966,1994,32,> 30,Pensiun,PNS,Islam,S2,Pengelola Pengadaan Barang/Jasa,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,83.91,2,false,2026-07-08
85,"197312262009013583","Juli Utami, M.Ak",L,52,"51 - 60",Gen X (1965-1980),1973,2009,17,"16 - 20",Aktif,PPPK,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/c,Penata,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Cukup,81.20,5,false,2026-07-08
7163,"196502182009073326",Edi Laksmiwati,P,61,>60,Gen X (1965-1980),1965,2009,17,"16 - 20",Aktif,PPPK,Islam,S1,Dokter,Fungsional,IV/a,Pembina,Pemerintah Provinsi Bali,Daerah,Bali,Baik,79.90,5,false,2026-07-08
86,"199310022017087369",Ulya Anggraini,L,32,"31 - 40",Milenial (1981-1996),1993,2017,9,"6 - 10",Aktif,PNS,Islam,D3,Sekretaris,Struktural,II/a,Pengatur Muda,Kementerian Agama,Pusat,DKI Jakarta,Baik,82.06,4,true,2026-07-08
87,"198909202011023662",Sidiq Laksmiwati,L,36,"31 - 40",Milenial (1981-1996),1989,2011,15,"11 - 15",Aktif,PNS,Islam,S1,Penghulu,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,82.28,7,true,2026-07-08
88,"197009081996084963",Kiandra Riyanti,P,55,"51 - 60",Gen X (1965-1980),1970,1996,30,"26 - 30",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,88.18,7,true,2026-07-08
89,"196507141989020589",Galih Wahyudin,P,60,"51 - 60",Gen X (1965-1980),1965,1989,37,> 30,Pensiun,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,83.12,8,true,2026-07-08
90,"197105192025127421",Lukita Rahayu,P,55,"51 - 60",Gen X (1965-1980),1971,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Muda,Fungsional,IV/b,Pembina Tingkat I,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Cukup,74.30,1,true,2026-07-08
91,"196409072005127283","Bala Mansur, S.Pt",P,61,>60,Baby Boomers (1946-1964),1964,2005,21,"21 - 25",Pensiun,PPPK,Katolik,S1,Arsiparis Ahli Pertama,Fungsional,III/c,Penata,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,85.29,7,true,2026-07-08
92,"196512262012094084",Kenes Uyainah,P,60,"51 - 60",Gen X (1965-1980),1965,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Cukup,79.10,3,false,2026-07-08
93,"198411132019016496",R.A. Zulaikha Januar,P,41,"41 - 50",Milenial (1981-1996),1984,2019,7,"6 - 10",Aktif,PNS,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,III/c,Penata,Kementerian Kesehatan,Pusat,DKI Jakarta,Sangat Baik,89.50,3,false,2026-07-08
94,"196412311989101084",Murti Januar,L,61,>60,Baby Boomers (1946-1964),1964,1989,37,> 30,Pensiun,PNS,Islam,S1,Kepala Bidang,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Aceh,Daerah,Aceh,Cukup,73.13,4,false,2026-07-08
95,"198508042015069766",Kamidin Waskita,L,40,"31 - 40",Milenial (1981-1996),1985,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,84.24,5,false,2026-07-08
96,"199703162019053640","Ilsa Hardiansyah, M.Ak",P,29,"21 - 30",Gen Z (1997-2012),1997,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/a,Pengatur Muda,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,82.17,6,false,2026-07-08
97,"199105012022043718",Sutan Marsudi Mandasari,L,35,"31 - 40",Milenial (1981-1996),1991,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Lampung,Daerah,Lampung,Baik,83.61,4,false,2026-07-08
98,"199810062020083935","Zamira Rahayu, S.Pt",P,27,"21 - 30",Gen Z (1997-2012),1998,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Apoteker,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Barat,Daerah,Sulawesi Barat,Sangat Baik,91.32,3,false,2026-07-08
99,"197209292010018490",Balapati Budiman,L,53,"51 - 60",Gen X (1965-1980),1972,2010,16,"16 - 20",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,81.19,2,false,2026-07-08
100,"197404082019061842",Widya Kuswandari,L,52,"51 - 60",Gen X (1965-1980),1974,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,IV/a,Pembina,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,81.12,5,false,2026-07-08
101,"198203172005084131","Harsana Saefullah, M.M.",L,44,"41 - 50",Milenial (1981-1996),1982,2005,21,"21 - 25",Aktif,PNS,Islam,S2,Kepala Bidang,Struktural,II/a,Pengatur Muda,Kementerian Pertanian,Pusat,DKI Jakarta,Sangat Baik,90.48,4,false,2026-07-08
102,"196504051996034032",Vicky Purwanti,P,61,>60,Gen X (1965-1980),1965,1996,30,"26 - 30",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/a,Penata Muda,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Baik,83.50,4,true,2026-07-08
103,"197211232007121599","Cengkal Suwarno, M.Kom.",L,53,"51 - 60",Gen X (1965-1980),1972,2007,19,"16 - 20",Aktif,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Baik,82.08,3,false,2026-07-08
104,"197808162013063625",Sadina Pradana,L,47,"41 - 50",Gen X (1965-1980),1978,2013,13,"11 - 15",Aktif,PPPK,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Lampung,Daerah,Lampung,Cukup,79.69,2,true,2026-07-08
105,"200311232025041551","dr. Estiono Puspasari, M.Ak",P,22,"21 - 30",Gen Z (1997-2012),2003,2025,1,"1 - 5",Aktif,PNS,Kristen,D3,Analis Kebijakan Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Sangat Baik,89.78,0,false,2026-07-08
106,"197008252006101137",Hafshah Hutapea,L,55,"51 - 60",Gen X (1965-1980),1970,2006,20,"16 - 20",Aktif,PPPK,Islam,S2,Analis SDM Aparatur Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,85.33,5,false,2026-07-08
107,"196505272004069762",Emas Uyainah,L,61,>60,Gen X (1965-1980),1965,2004,22,"21 - 25",Pensiun,PNS,Islam,S2,Analis Kepegawaian Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,82.23,2,false,2026-07-08
108,"197211232019038331",Gading Narpati,P,53,"51 - 60",Gen X (1965-1980),1972,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Baik,82.18,4,false,2026-07-08
109,"199002192014090975","drg. Catur Wacana, S.E.",L,36,"31 - 40",Milenial (1981-1996),1990,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,81.80,4,true,2026-07-08
110,"199107272023075566",Tasdik Putra,P,34,"31 - 40",Milenial (1981-1996),1991,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Dokter,Fungsional,III/d,Penata Tingkat I,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Baik,82.04,4,false,2026-07-08
111,"198507022011039001",Mujur Megantara,L,41,"41 - 50",Milenial (1981-1996),1985,2011,15,"11 - 15",Aktif,PNS,Hindu,S2,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Agama,Pusat,DKI Jakarta,Cukup,73.33,5,false,2026-07-08
112,"196703032012102079",Violet Sihotang,L,59,"51 - 60",Gen X (1965-1980),1967,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,81.60,4,false,2026-07-08
113,"196912312016078077","Tgk. Septi Dabukke, S.Gz",P,56,"51 - 60",Gen X (1965-1980),1969,2016,10,"6 - 10",Pensiun,PNS,Islam,S2,Kepala Bidang,Struktural,IV/a,Pembina,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,81.40,3,false,2026-07-08
114,"198203202007051419",Yahya Mangunsong,L,44,"41 - 50",Milenial (1981-1996),1982,2007,19,"16 - 20",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Cukup,80.51,4,false,2026-07-08
115,"199307242018052243","T. Tasdik Mulyani, S.Pd",L,32,"31 - 40",Milenial (1981-1996),1993,2018,8,"6 - 10",Aktif,PNS,Kristen,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Riau,Daerah,Riau,Baik,81.88,5,true,2026-07-08
116,"198703112023028976",Dr. Jessica Waskita,P,39,"31 - 40",Milenial (1981-1996),1987,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Papua,Daerah,Papua,Baik,81.56,3,false,2026-07-08
117,"198509222015088101",Drs. Budi Purwanti,L,40,"31 - 40",Milenial (1981-1996),1985,2015,11,"11 - 15",Aktif,PPPK,Islam,S1,Kepala Subbagian,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Cukup,74.51,7,false,2026-07-08
118,"199612222020064911",Hana Wibowo,P,29,"21 - 30",Milenial (1981-1996),1996,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,83.04,3,false,2026-07-08
119,"199806022022119470",Kusuma Suwarno,L,28,"21 - 30",Gen Z (1997-2012),1998,2022,4,"1 - 5",Aktif,PNS,Konghucu,S2,Pustakawan Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,86.46,4,false,2026-07-08
120,"200301052025096801","Jaswadi Kurniawan, S.Pd",L,23,"21 - 30",Gen Z (1997-2012),2003,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Baik,88.95,1,false,2026-07-08
121,"200201072026049981",R.A. Maida Budiyanto,L,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PNS,Kristen,S1,Pengawas Ketenagakerjaan,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,81.99,1,false,2026-07-08
122,"198109152020109697",Prayoga Purnawati,P,44,"41 - 50",Milenial (1981-1996),1981,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Cukup,72.62,4,false,2026-07-08
123,"199710112020075768",Wira Kusumo,L,28,"21 - 30",Gen Z (1997-2012),1997,2020,6,"6 - 10",Aktif,PPPK,Islam,D3,Analis SDM Aparatur Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,85.24,6,false,2026-07-08
124,"199712242020123742","R.A. Ulva Nasyiah, S.Ked",L,28,"21 - 30",Gen Z (1997-2012),1997,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,81.41,2,true,2026-07-08
125,"199607022023054119",Danuja Wacana,P,30,"21 - 30",Milenial (1981-1996),1996,2023,3,"1 - 5",Aktif,PNS,Islam,S2,Penyuluh Pertanian,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,82.06,6,false,2026-07-08
126,"199404252017043581",R. Daryani Maheswara,L,32,"31 - 40",Milenial (1981-1996),1994,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Baik,84.03,2,false,2026-07-08
127,"196409101996081417",KH. Prayoga Prasetyo,L,61,>60,Baby Boomers (1946-1964),1964,1996,30,"26 - 30",Pensiun,PNS,Kristen,S1,Kepala Bidang,Struktural,III/c,Penata,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Cukup,72.94,6,true,2026-07-08
128,"197104282026059722",Dodo Maryati,P,55,"51 - 60",Gen X (1965-1980),1971,2026,0,"1 - 5",Aktif,PPPK,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,IV/b,Pembina Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Sangat Baik,90.42,0,false,2026-07-08
129,"200201142025036300",Mursinin Wahyudin,L,24,"21 - 30",Gen Z (1997-2012),2002,2025,1,"1 - 5",Aktif,PNS,Kristen,S1,Dokter,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Bali,Daerah,Bali,Cukup,73.13,1,false,2026-07-08
130,"197004181997059627",Puti Winarsih,P,56,"51 - 60",Gen X (1965-1980),1970,1997,29,"26 - 30",Pensiun,PNS,Islam,S1,Analis Data,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,89.46,7,false,2026-07-08
131,"197109202020098576",Martani Wijaya,P,54,"51 - 60",Gen X (1965-1980),1971,2020,6,"6 - 10",Aktif,PNS,Katolik,S2,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Sangat Baik,91.83,3,false,2026-07-08
132,"196402112002023362",Suci Suryatmi,P,62,>60,Baby Boomers (1946-1964),1964,2002,24,"21 - 25",Pensiun,PNS,Islam,S1,Sekretaris,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Sangat Baik,90.40,5,false,2026-07-08
133,"196806041996084262",Ibrahim Latupono,P,58,"51 - 60",Gen X (1965-1980),1968,1996,30,"26 - 30",Pensiun,PNS,Islam,S1,Kepala Bidang,Struktural,III/a,Penata Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,72.54,2,true,2026-07-08
134,"198405132020035821",Taufik Yulianti,L,42,"41 - 50",Milenial (1981-1996),1984,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,84.86,4,false,2026-07-08
135,"199212092014096375",Halim Firmansyah,L,33,"31 - 40",Milenial (1981-1996),1992,2014,12,"11 - 15",Aktif,PPPK,Islam,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,87.62,6,false,2026-07-08
136,"198209242005080502",Ulva Mustofa,L,43,"41 - 50",Milenial (1981-1996),1982,2005,21,"21 - 25",Aktif,PNS,Katolik,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Cukup,78.82,3,false,2026-07-08
137,"196912222003119766",Rahayu Saputra,P,56,"51 - 60",Gen X (1965-1980),1969,2003,23,"21 - 25",Pensiun,PPPK,Hindu,S1,Kepala Dinas,Struktural,III/c,Penata,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,80.83,7,false,2026-07-08
138,"197510041999117473","drg. Yani Prabowo, S.E.I",L,50,"41 - 50",Gen X (1965-1980),1975,1999,27,"26 - 30",Aktif,PNS,Islam,S2,Apoteker,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Agama,Pusat,DKI Jakarta,Cukup,73.36,4,false,2026-07-08
139,"200205122026017113",Putri Hastuti,P,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/a,Pengatur Muda,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,81.39,0,false,2026-07-08
140,"198301082026079446",Hasna Uwais,P,43,"41 - 50",Milenial (1981-1996),1983,2026,0,"1 - 5",Aktif,PNS,Kristen,S2,Analis Kebijakan Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Baik,81.73,1,false,2026-07-08
141,"200006162022119952",Jessica Adriansyah,P,26,"21 - 30",Gen Z (1997-2012),2000,2022,4,"1 - 5",Aktif,PNS,Islam,S2,Analis Kebijakan Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Cukup,80.30,3,false,2026-07-08
142,"198706012026062085",Harimurti Pratama,P,39,"31 - 40",Milenial (1981-1996),1987,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/c,Penata,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,76.72,1,false,2026-07-08
143,"198611242018107509",Tgk. Salimah Nasyidah,L,39,"31 - 40",Milenial (1981-1996),1986,2018,8,"6 - 10",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,III/c,Penata,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Cukup,75.61,5,false,2026-07-08
144,"196709272015111784",Cemplunk Budiyanto,L,58,"51 - 60",Gen X (1965-1980),1967,2015,11,"11 - 15",Pensiun,PNS,Islam,S1,Kepala Subbagian,Struktural,IV/a,Pembina,Pemerintah Provinsi Gorontalo,Daerah,Gorontalo,Cukup,80.27,5,true,2026-07-08
145,"197109202004054738",Aurora Utama,L,54,"51 - 60",Gen X (1965-1980),1971,2004,22,"21 - 25",Aktif,PPPK,Kristen,S1,Perencana Ahli Pertama,Fungsional,III/c,Penata,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Baik,84.23,5,false,2026-07-08
146,"197708142023053002",Ikhsan Lazuardi,P,48,"41 - 50",Gen X (1965-1980),1977,2023,3,"1 - 5",Aktif,PNS,Islam,S2,Analis Data,Fungsional,IV/a,Pembina,Kementerian Keuangan,Pusat,DKI Jakarta,Baik,87.75,4,false,2026-07-08
147,"198201252009104927",Darman Mandala,L,44,"41 - 50",Milenial (1981-1996),1982,2009,17,"16 - 20",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,82.52,5,false,2026-07-08
148,"196602221993027794",Puspa Sirait,L,60,"51 - 60",Gen X (1965-1980),1966,1993,33,> 30,Pensiun,PNS,Islam,S2,Penyuluh Pertanian,Fungsional,III/a,Penata Muda,Kementerian Kesehatan,Pusat,DKI Jakarta,Cukup,75.24,4,false,2026-07-08
149,"200108252023115024",Asmuni Natsir,L,24,"21 - 30",Gen Z (1997-2012),2001,2023,3,"1 - 5",Aktif,PPPK,Katolik,S1,Analis Kebijakan Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,85.44,1,false,2026-07-08
150,"198307202008107022",Ir. Puji Kuswandari,P,42,"41 - 50",Milenial (1981-1996),1983,2008,18,"16 - 20",Aktif,PPPK,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,81.37,6,false,2026-07-08
151,"196505062007108712",Luis Marpaung,L,61,>60,Gen X (1965-1980),1965,2007,19,"16 - 20",Pensiun,PPPK,Islam,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Cukup,75.66,5,false,2026-07-08
152,"196610312018126581",Dt. Kenzie Palastri,L,59,"51 - 60",Gen X (1965-1980),1966,2018,8,"6 - 10",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Baik,83.06,4,false,2026-07-08
153,"200010292025020669","Drs. Niyaga Hidayat, S.Psi",L,25,"21 - 30",Gen Z (1997-2012),2000,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,82.73,2,false,2026-07-08
154,"198406282014048752","Eli Adriansyah, S.E.",P,42,"41 - 50",Milenial (1981-1996),1984,2014,12,"11 - 15",Aktif,PPPK,Islam,S1,Analis Data,Fungsional,III/a,Penata Muda,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,87.64,6,false,2026-07-08
155,"198403052021116498","Drs. Hafshah Salahudin, S.Ked",L,42,"41 - 50",Milenial (1981-1996),1984,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/c,Penata,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,77.60,5,false,2026-07-08
156,"198312272014024001","Hardana Puspasari, S.Farm",L,42,"41 - 50",Milenial (1981-1996),1983,2014,12,"11 - 15",Aktif,PPPK,Islam,S1,Analis Data,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,81.92,5,false,2026-07-08
157,"200203122026057001",Cut Tantri Prabowo,L,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PNS,Islam,D3,Penyuluh Pertanian,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Baik,88.13,1,false,2026-07-08
158,"197001011995097856",Jasmin Nainggolan,P,56,"51 - 60",Gen X (1965-1980),1970,1995,31,> 30,Aktif,PNS,Islam,S2,Auditor Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,83.73,4,false,2026-07-08
159,"196801302014019348",Eli Wasita,P,58,"51 - 60",Gen X (1965-1980),1968,2014,12,"11 - 15",Aktif,PPPK,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,81.91,3,true,2026-07-08
160,"199412302021031156",R.M. Kunthara Nainggolan,P,31,"31 - 40",Milenial (1981-1996),1994,2021,5,"1 - 5",Aktif,PNS,Hindu,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jambi,Daerah,Jambi,Baik,80.53,4,false,2026-07-08
161,"197909062001033602","Tiara Iswahyudi, S.Sos",L,46,"41 - 50",Gen X (1965-1980),1979,2001,25,"21 - 25",Aktif,PNS,Kristen,S1,Sekretaris,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Cukup,81.38,2,false,2026-07-08
162,"196701302009099646","Najwa Anggraini, S.E.",P,59,"51 - 60",Gen X (1965-1980),1967,2009,17,"16 - 20",Pensiun,PPPK,Islam,S1,Penghulu,Fungsional,IV/a,Pembina,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Baik,82.96,3,false,2026-07-08
163,"199108262020069225",Icha Prasetya,P,34,"31 - 40",Milenial (1981-1996),1991,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/a,Penata Muda,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,82.39,4,false,2026-07-08
164,"199804012026079807",Tami Farida,P,28,"21 - 30",Gen Z (1997-2012),1998,2026,0,"1 - 5",Aktif,PNS,Islam,D3,Auditor Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,80.02,1,false,2026-07-08
165,"199911292023087115","Eva Mulyani, S.I.Kom",P,26,"21 - 30",Gen Z (1997-2012),1999,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,81.25,3,false,2026-07-08
166,"196506192018109530",Oni Hasanah,L,61,>60,Gen X (1965-1980),1965,2018,8,"6 - 10",Pensiun,PNS,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,IV/b,Pembina Tingkat I,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,82.16,5,false,2026-07-08
167,"196909082015094891",Puti Sadina Puspasari,P,56,"51 - 60",Gen X (1965-1980),1969,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,IV/a,Pembina,Pemerintah Provinsi Sulawesi Barat,Daerah,Sulawesi Barat,Baik,81.68,3,true,2026-07-08
168,"198504262011056479",Halima Uyainah,L,41,"41 - 50",Milenial (1981-1996),1985,2011,15,"11 - 15",Aktif,PPPK,Islam,S2,Auditor Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,82.35,1,true,2026-07-08
