"pegawai_id","nip","nama_lengkap","tempat_lahir","tanggal_lahir","jenis_kelamin","jenis_asn","agama_id","pendidikan_terakhir_id","instansi_id","jabatan_id","pangkat_id","tanggal_masuk","status_pegawai","alamat","created_at","updated_at"
109,"199002192014090975","drg. Catur Wacana, S.E.",Cirebon,1990-02-19,L,PNS,1,4,24,12,2,2014-09-16,Aktif,"Gg. Stasiun Wonokromo No. 58, Kota Administrasi Jakarta Utara, Jawa Tengah 79034",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
110,"199107272023075566",Tasdik Putra,Solo,1991-07-27,P,PNS,1,4,6,19,8,2023-07-03,Aktif,"Gg. Stasiun Wonokromo No. 3, Tangerang, Maluku 04728",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
111,"198507022011039001",Mujur Megantara,Bandung,1985-07-02,L,PNS,4,5,9,8,2,2011-03-05,Aktif,"Jl. Jend. Sudirman No. 04, Kupang, Jawa Barat 71731",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
112,"196703032012102079",Violet Sihotang,Jakarta,1967-03-03,L,PNS,1,4,30,16,8,2012-10-28,Aktif,"Jl. Pasirkoja No. 41, Surakarta, GO 68759",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
113,"196912312016078077","Tgk. Septi Dabukke, S.Gz",Solo,1969-12-31,P,PNS,1,5,33,3,9,2016-07-11,Pensiun,"Jalan M.H Thamrin No. 415, Tasikmalaya, NT 81842",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
114,"198203202007051419",Yahya Mangunsong,Malang,1982-03-20,L,PNS,1,4,3,12,2,2007-05-28,Aktif,"Gg. Dr. Djunjunan No. 7, Magelang, Jawa Tengah 76272",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
115,"199307242018052243","T. Tasdik Mulyani, S.Pd",Palembang,1993-07-24,L,PNS,2,4,14,7,1,2018-05-10,Aktif,"Jalan Kebonjati No. 817, Samarinda, Nusa Tenggara Barat 64449",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
116,"198703112023028976",Dr. Jessica Waskita,Cirebon,1987-03-11,P,PNS,1,4,42,4,7,2023-02-02,Aktif,"Jalan Indragiri No. 5, Depok, SU 55666",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
117,"198509222015088101",Drs. Budi Purwanti,Surabaya,1985-09-22,L,PPPK,1,4,29,4,6,2015-08-22,Aktif,"Jalan Monginsidi No. 16, Samarinda, Sulawesi Barat 86160",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
118,"199612222020064911",Hana Wibowo,Solo,1996-12-22,P,PNS,1,4,46,10,1,2020-06-15,Aktif,"Gang Tubagus Ismail No. 545, Sabang, Kepulauan Bangka Belitung 63276",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
119,"199806022022119470",Kusuma Suwarno,Bogor,1998-06-02,L,PNS,6,5,22,17,2,2022-11-13,Aktif,"Gang Jayawijaya No. 856, Kota Administrasi Jakarta Utara, Kalimantan Selatan 10935",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
120,"200301052025096801","Jaswadi Kurniawan, S.Pd",Bekasi,2003-01-05,L,PNS,1,4,29,13,2,2025-09-19,Aktif,"Gang Gardujati No. 403, Salatiga, NB 15605",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
121,"200201072026049981",R.A. Maida Budiyanto,Solo,2002-01-07,L,PNS,2,4,47,23,2,2026-04-09,Aktif,"Jalan M.H Thamrin No. 6, Medan, Nusa Tenggara Barat 00328",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
122,"198109152020109697",Prayoga Purnawati,Semarang,1981-09-15,P,PNS,1,4,21,7,7,2020-10-20,Aktif,"Jalan Rajawali Barat No. 7, Cimahi, DI Yogyakarta 95914",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
123,"199710112020075768",Wira Kusumo,Solo,1997-10-11,L,PPPK,1,2,30,7,2,2020-07-04,Aktif,"Jl. K.H. Wahid Hasyim No. 0, Denpasar, LA 77766",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
124,"199712242020123742","R.A. Ulva Nasyiah, S.Ked",Palembang,1997-12-24,L,PNS,1,4,25,14,1,2020-12-06,Aktif,"Gg. Kendalsari No. 9, Kota Administrasi Jakarta Selatan, Kalimantan Barat 08359",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
125,"199607022023054119",Danuja Wacana,Bandung,1996-07-02,P,PNS,1,5,13,21,6,2023-05-14,Aktif,"Gang H.J Maemunah No. 912, Sungai Penuh, YO 94605",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
126,"199404252017043581",R. Daryani Maheswara,Palembang,1994-04-25,L,PNS,1,4,21,12,2,2017-04-09,Aktif,"Gg. Pacuan Kuda No. 43, Palopo, Bali 91507",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
127,"196409101996081417",KH. Prayoga Prasetyo,Medan,1964-09-10,L,PNS,2,4,29,3,7,1996-08-20,Pensiun,"Jalan Jend. Sudirman No. 731, Tegal, RI 57212",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
128,"197104282026059722",Dodo Maryati,Depok,1971-04-28,P,PPPK,1,4,47,7,10,2026-05-25,Aktif,"Gang Rumah Sakit No. 90, Bima, Lampung 67271",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
129,"200201142025036300",Mursinin Wahyudin,Depok,2002-01-14,L,PNS,2,4,26,19,1,2025-03-20,Aktif,"Jl. HOS. Cokroaminoto No. 430, Meulaboh, DKI Jakarta 95397",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
130,"197004181997059627",Puti Winarsih,Solo,1970-04-18,P,PNS,1,4,45,12,5,1997-05-23,Pensiun,"Gg. KH Amin Jasuta No. 9, Kota Administrasi Jakarta Barat, BA 76343",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
131,"197109202020098576",Martani Wijaya,Malang,1971-09-20,P,PNS,3,5,8,4,8,2020-09-24,Aktif,"Gg. KH Amin Jasuta No. 11, Serang, YO 48798",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
132,"196402112002023362",Suci Suryatmi,Palembang,1964-02-11,P,PNS,1,4,12,2,8,2002-02-02,Pensiun,"Gang Gardujati No. 49, Pontianak, LA 80518",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
133,"196806041996084262",Ibrahim Latupono,Cirebon,1968-06-04,P,PNS,1,4,43,3,5,1996-08-23,Pensiun,"Jalan Rawamangun No. 68, Samarinda, Gorontalo 35989",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
134,"198405132020035821",Taufik Yulianti,Surabaya,1984-05-13,L,PNS,1,4,46,5,7,2020-03-20,Aktif,"Gg. Antapani Lama No. 530, Kota Administrasi Jakarta Selatan, Sulawesi Tengah 24094",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
135,"199212092014096375",Halim Firmansyah,Jakarta,1992-12-09,L,PPPK,1,4,19,14,1,2014-09-02,Aktif,"Jalan Raya Ujungberung No. 550, Banjarmasin, JA 78420",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
136,"198209242005080502",Ulva Mustofa,Medan,1982-09-24,L,PNS,3,4,10,18,2,2005-08-16,Aktif,"Gang Suryakencana No. 40, Kupang, Jawa Barat 27105",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
137,"196912222003119766",Rahayu Saputra,Solo,1969-12-22,P,PPPK,4,4,27,1,7,2003-11-28,Pensiun,"Gang R.E Martadinata No. 765, Kota Administrasi Jakarta Timur, SU 83097",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
138,"197510041999117473","drg. Yani Prabowo, S.E.I",Padang,1975-10-04,L,PNS,1,5,9,20,2,1999-11-07,Aktif,"Jalan Jayawijaya No. 5, Palu, Sulawesi Tenggara 28914",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
139,"200205122026017113",Putri Hastuti,Bogor,2002-05-12,P,PPPK,1,4,2,10,1,2026-01-14,Aktif,"Jalan Peta No. 02, Ternate, KU 78697",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
140,"198301082026079446",Hasna Uwais,Yogyakarta,1983-01-08,P,PNS,2,5,12,5,8,2026-07-24,Aktif,"Gg. Sukajadi No. 78, Padangpanjang, PA 52723",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
141,"200006162022119952",Jessica Adriansyah,Tasikmalaya,2000-06-16,P,PNS,1,5,44,6,1,2022-11-03,Aktif,"Gang Stasiun Wonokromo No. 375, Gorontalo, SU 11164",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
142,"198706012026062085",Harimurti Pratama,Surabaya,1987-06-01,P,PNS,1,4,42,12,7,2026-06-17,Aktif,"Jalan Jend. A. Yani No. 8, Bima, Sulawesi Barat 22234",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
143,"198611242018107509",Tgk. Salimah Nasyidah,Medan,1986-11-24,L,PPPK,1,4,12,2,7,2018-10-24,Aktif,"Gg. K.H. Wahid Hasyim No. 2, Tebingtinggi, Kepulauan Bangka Belitung 16905",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
144,"196709272015111784",Cemplunk Budiyanto,Bekasi,1967-09-27,L,PNS,1,4,35,4,9,2015-11-27,Pensiun,"Jl. Merdeka No. 68, Madiun, BT 56341",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
145,"197109202004054738",Aurora Utama,Medan,1971-09-20,L,PPPK,2,4,6,14,7,2004-05-05,Aktif,"Jl. Raya Setiabudhi No. 8, Sorong, JI 96557",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
146,"197708142023053002",Ikhsan Lazuardi,Semarang,1977-08-14,P,PNS,1,5,5,12,9,2023-05-26,Aktif,"Jalan Suniaraja No. 25, Parepare, RI 08491",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
147,"198201252009104927",Darman Mandala,Makassar,1982-01-25,L,PNS,1,4,46,23,5,2009-10-25,Aktif,"Gg. BKR No. 73, Banda Aceh, SG 42009",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
148,"196602221993027794",Puspa Sirait,Yogyakarta,1966-02-22,L,PNS,1,5,8,21,5,1993-02-23,Pensiun,"Jalan R.E Martadinata No. 791, Palu, Maluku Utara 84847",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
149,"200108252023115024",Asmuni Natsir,Semarang,2001-08-25,L,PPPK,3,4,43,6,1,2023-11-24,Aktif,"Jalan Cihampelas No. 37, Magelang, NB 41785",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
150,"198307202008107022",Ir. Puji Kuswandari,Jakarta,1983-07-20,P,PPPK,1,4,8,16,2,2008-10-25,Aktif,"Jl. Cikutra Timur No. 77, Kota Administrasi Jakarta Selatan, Bali 12698",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
151,"196505062007108712",Luis Marpaung,Denpasar,1965-05-06,L,PPPK,1,4,44,1,8,2007-10-13,Pensiun,"Jl. Suniaraja No. 571, Magelang, PA 16851",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
152,"196610312018126581",Dt. Kenzie Palastri,Padang,1966-10-31,L,PPPK,1,4,18,2,9,2018-12-25,Aktif,"Jl. Laswi No. 85, Singkawang, JI 18962",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
153,"200010292025020669","Drs. Niyaga Hidayat, S.Psi",Medan,2000-10-29,L,PNS,1,4,43,7,1,2025-02-11,Aktif,"Gang Joyoboyo No. 2, Prabumulih, JK 01718",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
154,"198406282014048752","Eli Adriansyah, S.E.",Solo,1984-06-28,P,PPPK,1,4,1,12,5,2014-04-13,Aktif,"Gang Ciumbuleuit No. 775, Pagaralam, Nusa Tenggara Barat 81142",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
155,"198403052021116498","Drs. Hafshah Salahudin, S.Ked",Makassar,1984-03-05,L,PNS,1,4,16,2,7,2021-11-26,Aktif,"Jalan Otto Iskandardinata No. 854, Kota Administrasi Jakarta Utara, KI 45087",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
156,"198312272014024001","Hardana Puspasari, S.Farm",Malang,1983-12-27,L,PPPK,1,4,25,12,5,2014-02-01,Aktif,"Gang Rungkut Industri No. 6, Kupang, DKI Jakarta 31135",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
157,"200203122026057001",Cut Tantri Prabowo,Jakarta,2002-03-12,L,PNS,1,2,44,21,2,2026-05-03,Aktif,"Jl. Sukajadi No. 6, Bekasi, Kalimantan Utara 47041",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
158,"197001011995097856",Jasmin Nainggolan,Malang,1970-01-01,P,PNS,1,5,43,15,2,1995-09-13,Aktif,"Jalan Jend. Sudirman No. 3, Sawahlunto, Papua Barat 98623",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
159,"196801302014019348",Eli Wasita,Jakarta,1968-01-30,P,PPPK,1,4,43,8,8,2014-01-23,Aktif,"Jl. Abdul Muis No. 8, Depok, Kalimantan Barat 73461",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
160,"199412302021031156",R.M. Kunthara Nainggolan,Malang,1994-12-30,P,PNS,4,4,16,7,5,2021-03-23,Aktif,"Gang Kutai No. 83, Dumai, Kepulauan Riau 73950",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
161,"197909062001033602","Tiara Iswahyudi, S.Sos",Makassar,1979-09-06,L,PNS,2,4,33,2,2,2001-03-18,Aktif,"Gg. Laswi No. 632, Mojokerto, JK 58313",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
162,"196701302009099646","Najwa Anggraini, S.E.",Denpasar,1967-01-30,P,PPPK,1,4,21,22,9,2009-09-08,Pensiun,"Jalan Gardujati No. 253, Tanjungbalai, KB 13877",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
163,"199108262020069225",Icha Prasetya,Jakarta,1991-08-26,P,PNS,1,4,30,2,5,2020-06-17,Aktif,"Jl. Suryakencana No. 994, Bima, Papua Barat 73992",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
164,"199804012026079807",Tami Farida,Medan,1998-04-01,P,PNS,1,2,17,15,5,2026-07-11,Aktif,"Jalan Ciwastra No. 8, Pangkalpinang, Maluku Utara 65222",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
165,"199911292023087115","Eva Mulyani, S.I.Kom",Tasikmalaya,1999-11-29,P,PNS,1,4,46,16,2,2023-08-19,Aktif,"Gang R.E Martadinata No. 738, Subulussalam, Sumatera Utara 23518",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
166,"196506192018109530",Oni Hasanah,Denpasar,1965-06-19,L,PNS,1,5,33,11,10,2018-10-10,Pensiun,"Jalan Pacuan Kuda No. 6, Surakarta, Kalimantan Utara 04784",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
167,"196909082015094891",Puti Sadina Puspasari,Depok,1969-09-08,P,PNS,1,4,37,3,9,2015-09-14,Aktif,"Gang Cihampelas No. 254, Ambon, JB 54983",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
168,"198504262011056479",Halima Uyainah,Medan,1985-04-26,L,PPPK,1,5,2,15,2,2011-05-28,Aktif,"Jalan Abdul Muis No. 8, Subulussalam, Kalimantan Selatan 91585",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
169,"199610102023066840","Atma Dabukke, S.H.",Tasikmalaya,1996-10-10,P,PNS,1,4,31,5,6,2023-06-13,Aktif,"Gang Setiabudhi No. 7, Yogyakarta, SG 23028",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
170,"197701122017093293",Irwan Hartati,Cirebon,1977-01-12,P,PNS,1,4,15,6,7,2017-09-14,Aktif,"Gang Dr. Djunjunan No. 632, Sorong, JB 79431",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
171,"198312252007031744",Zalindra Suwarno,Tasikmalaya,1983-12-25,P,PNS,1,4,42,8,2,2007-03-21,Aktif,"Jalan Monginsidi No. 47, Bogor, SN 73959",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
172,"198707192020062662","Tgk. Pardi Latupono, M.M.",Medan,1987-07-19,P,PPPK,1,5,13,22,8,2020-06-12,Aktif,"Jl. BKR No. 2, Kota Administrasi Jakarta Utara, PB 18715",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
173,"199106152021093349",Olga Simanjuntak,Bekasi,1991-06-15,L,PNS,1,4,17,1,6,2021-09-15,Aktif,"Gang Jakarta No. 15, Lubuklinggau, Papua 68778",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
174,"198502272008091885",Cut Indah Hidayanto,Palembang,1985-02-27,L,PNS,1,4,18,8,2,2008-09-18,Aktif,"Gang M.H Thamrin No. 152, Langsa, SU 71416",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
175,"197109071997122596",Rangga Wacana,Tasikmalaya,1971-09-07,L,PNS,2,4,1,2,2,1997-12-14,Aktif,"Gg. Bangka Raya No. 35, Bandung, Aceh 74741",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
176,"198106042017101552",drg. Amelia Astuti,Padang,1981-06-04,P,PPPK,1,5,45,4,8,2017-10-11,Aktif,"Gang Rawamangun No. 3, Medan, DI Yogyakarta 09529",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
177,"199612232025078488",Dr. Paramita Maryadi,Surabaya,1996-12-23,P,PPPK,1,4,38,5,6,2025-07-22,Aktif,"Jalan Dr. Djunjunan No. 1, Pagaralam, PB 61525",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
178,"197205242014116221","Ir. Niyaga Wasita, S.Gz",Surabaya,1972-05-24,P,PNS,2,4,43,15,8,2014-11-11,Aktif,"Jalan Pelajar Pejuang No. 3, Samarinda, Jawa Barat 82817",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
179,"197402192003045906",Okta Simbolon,Palembang,1974-02-19,P,PNS,1,4,5,21,6,2003-04-19,Aktif,"Jalan Pasteur No. 2, Tomohon, DKI Jakarta 85544",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
180,"199105242022014767",Wani Firgantoro,Makassar,1991-05-24,L,PNS,1,4,5,22,6,2022-01-18,Aktif,"Jalan Ir. H. Djuanda No. 39, Pagaralam, JK 01636",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
181,"200311022025126940",KH. Harja Yuliarti,Depok,2003-11-02,P,PPPK,1,4,24,8,2,2025-12-25,Aktif,"Jalan Astana Anyar No. 1, Pematangsiantar, Nusa Tenggara Timur 33602",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
182,"200206022026063430","Dr. Lala Tarihoran, S.T.",Palembang,2002-06-02,P,PNS,1,2,34,12,1,2026-06-07,Aktif,"Jalan Moch. Ramdan No. 36, Prabumulih, BE 29383",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
183,"199702052025127962",Wirda Tamba,Solo,1997-02-05,L,PNS,1,4,38,17,6,2025-12-02,Aktif,"Jalan H.J Maemunah No. 6, Subulussalam, Sulawesi Selatan 38851",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
184,"199708222020092505","Jaya Hassanah, S.I.Kom",Cirebon,1997-08-22,P,PNS,1,5,35,11,2,2020-09-05,Aktif,"Gg. K.H. Wahid Hasyim No. 211, Makassar, NT 26722",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
185,"199504132024124439",Oliva Hutagalung,Surabaya,1995-04-13,L,PNS,1,5,42,20,5,2024-12-12,Aktif,"Gg. Rungkut Industri No. 031, Bandar Lampung, Kalimantan Utara 74269",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
186,"198806212023098938",Kezia Damanik,Tasikmalaya,1988-06-21,L,PNS,1,4,36,4,8,2023-09-08,Aktif,"Gang Cihampelas No. 0, Tanjungpinang, Sumatera Selatan 57739",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
187,"199012092025113364","Gantar Novitasari, S.Gz",Makassar,1990-12-09,P,PPPK,1,4,14,5,8,2025-11-18,Aktif,"Gang Ir. H. Djuanda No. 198, Pekalongan, Lampung 30157",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
188,"199305272018019737",Asmianto Prakasa,Palembang,1993-05-27,L,PNS,1,4,18,4,1,2018-01-18,Aktif,"Gg. Antapani Lama No. 9, Pariaman, Kalimantan Barat 52759",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
189,"200009112024105366",Tgk. Zaenab Jailani,Palembang,2000-09-11,L,PNS,1,4,14,8,2,2024-10-23,Aktif,"Jalan Rumah Sakit No. 16, Mataram, Jambi 32500",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
190,"200309242025093310",Dt. Umar Habibi,Makassar,2003-09-24,L,PPPK,1,2,34,13,2,2025-09-16,Aktif,"Jl. Kutai No. 363, Kotamobagu, MU 45710",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
191,"196811072014017355","KH. Purwadi Latupono, S.H.",Yogyakarta,1968-11-07,P,PNS,1,4,3,9,9,2014-01-18,Pensiun,"Jl. Ciumbuleuit No. 1, Pematangsiantar, BT 82662",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
192,"197602191998013476",R.A. Tania Maryati,Makassar,1976-02-19,L,PPPK,1,4,29,19,2,1998-01-20,Aktif,"Jl. Sukajadi No. 5, Kediri, Papua 49358",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
193,"197711272011079472",Tari Permata,Jakarta,1977-11-27,P,PPPK,1,4,19,1,8,2011-07-22,Aktif,"Jl. Gardujati No. 742, Subulussalam, Banten 10283",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
194,"198101282004085594","Ir. Ratna Nasyiah, M.TI.",Bogor,1981-01-28,P,PNS,1,4,42,8,2,2004-08-16,Aktif,"Jl. Moch. Ramdan No. 897, Meulaboh, Sulawesi Tenggara 08749",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
195,"199108272018033881",Icha Ardianto,Padang,1991-08-27,P,PNS,1,4,5,3,5,2018-03-05,Aktif,"Jl. Medokan Ayu No. 3, Kendari, JA 55930",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
196,"197601062022061696",Mustofa Dabukke,Cirebon,1976-01-06,L,PNS,6,4,5,18,8,2022-06-03,Aktif,"Gg. Dr. Djunjunan No. 2, Jambi, JT 04765",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
197,"196901172025097958","R.A. Eva Usada, S.Farm",Palembang,1969-01-17,L,PNS,1,4,44,4,10,2025-09-07,Aktif,"Gg. Rawamangun No. 762, Salatiga, ST 65105",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
198,"199911112021103250",dr. Harjo Susanti,Denpasar,1999-11-11,L,PNS,1,2,38,18,2,2021-10-28,Aktif,"Jl. S. Parman No. 6, Padangpanjang, Jawa Timur 71262",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
199,"196701132014097752",Zizi Puspasari,Depok,1967-01-13,L,PNS,1,6,38,3,8,2014-09-11,Pensiun,"Gg. Jend. A. Yani No. 4, Pagaralam, Sulawesi Tengah 13456",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
200,"197212041994034319",Parman Sirait,Malang,1972-12-04,P,PNS,1,4,21,1,2,1994-03-04,Aktif,"Gang Kutisari Selatan No. 16, Medan, Bengkulu 23503",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
201,"197907062007108246",Warta Maryati,Jakarta,1979-07-06,P,PNS,1,6,30,22,5,2007-10-22,Aktif,"Gg. Sentot Alibasa No. 4, Malang, Papua Barat 84454",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
202,"196604151989069806",Lega Padmasari,Jakarta,1966-04-15,L,PPPK,1,4,45,3,2,1989-06-20,Pensiun,"Jalan Cikapayang No. 1, Subulussalam, KU 09186",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
203,"198907262014020076",Rahmi Wijayanti,Malang,1989-07-26,P,PNS,1,5,16,22,2,2014-02-03,Aktif,"Jalan KH Amin Jasuta No. 701, Manado, Sulawesi Barat 38156",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
204,"197409122016061353","T. Cakrabuana Sirait, M.Kom.",Bandung,1974-09-12,L,PNS,1,5,36,11,8,2016-06-05,Aktif,"Jl. Pasteur No. 296, Palangkaraya, Kepulauan Riau 58131",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
205,"200110102024093502",Bahuraksa Pangestu,Semarang,2001-10-10,P,PNS,3,2,6,9,1,2024-09-11,Aktif,"Jl. Pasirkoja No. 5, Kota Administrasi Jakarta Utara, KT 05339",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
206,"198201312015079396",Yulia Riyanti,Semarang,1982-01-31,L,PNS,1,5,24,1,8,2015-07-10,Aktif,"Jalan Wonoayu No. 155, Purwokerto, Bengkulu 41500",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
207,"199105022019096814",Zulaikha Nurdiyanti,Tasikmalaya,1991-05-02,L,PNS,1,4,11,23,5,2019-09-28,Aktif,"Gg. Wonoayu No. 4, Dumai, JA 05233",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
208,"198008142005059077",Panca Tarihoran,Bandung,1980-08-14,P,PNS,1,4,37,4,1,2005-05-05,Aktif,"Jalan Kiaracondong No. 228, Cirebon, PB 94226",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
209,"198606192008055841","Dr. Pangestu Firgantoro, M.Ak",Bekasi,1986-06-19,P,PNS,1,4,22,7,1,2008-05-24,Aktif,"Gang Monginsidi No. 71, Tangerang, Kalimantan Selatan 01768",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
210,"196709212022079829",Yessi Aryani,Malang,1967-09-21,L,PPPK,3,4,41,5,9,2022-07-12,Pensiun,"Jl. Rawamangun No. 351, Purwokerto, SR 23042",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
211,"200308102025030872",Ivan Andriani,Tasikmalaya,2003-08-10,P,PNS,1,4,33,14,1,2025-03-18,Aktif,"Gg. Gardujati No. 177, Lhokseumawe, Sumatera Selatan 90412",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
212,"199804152024106739","Clara Mardhiyah, S.Psi",Padang,1998-04-15,P,PNS,1,5,32,21,1,2024-10-18,Aktif,"Gg. Dr. Djunjunan No. 45, Semarang, Jambi 72816",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
213,"198111222005102097",Cici Suryatmi,Malang,1981-11-22,L,PNS,1,4,21,4,1,2005-10-20,Aktif,"Gg. Pasteur No. 0, Bukittinggi, Sulawesi Tenggara 81072",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
214,"196909192009126828",Gading Haryanto,Jakarta,1969-09-19,L,PNS,1,5,31,9,7,2009-12-05,Pensiun,"Gang Kiaracondong No. 52, Cilegon, Sulawesi Tengah 88380",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
215,"197112202006070617",Eka Maryati,Bandung,1971-12-20,L,PNS,1,4,23,2,8,2006-07-20,Aktif,"Jl. Raya Setiabudhi No. 24, Kota Administrasi Jakarta Utara, Kalimantan Selatan 26373",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
216,"196707191997088180","H. Hasta Palastri, M.Ak",Bandung,1967-07-19,P,PPPK,1,5,30,6,5,1997-08-14,Aktif,"Jl. Veteran No. 85, Langsa, Sulawesi Tengah 14497",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
217,"199103152024055581","Dt. Raditya Wibowo, S.Pt",Semarang,1991-03-15,L,PNS,1,4,31,23,8,2024-05-10,Aktif,"Jl. Sadang Serang No. 8, Kendari, BA 69267",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
